sample,sequence,sequence_labels_csv
gleaning_ENSG00000188817,ENSG00000188817,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000189064,ENSG00000189064,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000198553,ENSG00000198553,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000203733,ENSG00000203733,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000205777,ENSG00000205777,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000215269,ENSG00000215269,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000216649,ENSG00000216649,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000224659,ENSG00000224659,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000224902,ENSG00000224902,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000227488,ENSG00000227488,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000236362,ENSG00000236362,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000237671,ENSG00000237671,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000269190,ENSG00000269190,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000274274,ENSG00000274274,resources/sample_labels/gleaning_labels.csv
passive_gleaning_ENSG00000150244,ENSG00000150244,resources/sample_labels/passive_gleaning_labels.csv
passive_active_gleaning_ENSG00000011638,ENSG00000011638,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000103355,ENSG00000103355,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000110245,ENSG00000110245,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000115226,ENSG00000115226,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000127529,ENSG00000127529,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000138755,ENSG00000138755,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000143954,ENSG00000143954,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000147223,ENSG00000147223,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000149021,ENSG00000149021,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000163377,ENSG00000163377,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000165507,ENSG00000165507,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000165583,ENSG00000165583,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000165584,ENSG00000165584,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000170430,ENSG00000170430,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000172016,ENSG00000172016,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000172023,ENSG00000172023,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000173762,ENSG00000173762,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000174448,ENSG00000174448,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000175877,ENSG00000175877,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000177414,ENSG00000177414,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000182853,ENSG00000182853,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000184995,ENSG00000184995,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000187754,ENSG00000187754,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000188817,ENSG00000188817,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000189037,ENSG00000189037,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000189064,ENSG00000189064,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000196754,ENSG00000196754,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000204065,ENSG00000204065,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000204421,ENSG00000204421,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000205777,ENSG00000205777,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000213927,ENSG00000213927,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000215269,ENSG00000215269,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000215274,ENSG00000215274,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000216649,ENSG00000216649,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000224659,ENSG00000224659,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000224902,ENSG00000224902,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000227488,ENSG00000227488,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000230561,ENSG00000230561,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000236362,ENSG00000236362,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000237524,ENSG00000237524,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000237671,ENSG00000237671,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000239605,ENSG00000239605,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000241476,ENSG00000241476,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000268009,ENSG00000268009,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000268447,ENSG00000268447,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000269791,ENSG00000269791,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000274274,ENSG00000274274,resources/sample_labels/passive_active_gleaning_labels.csv
clicking_ENSG00000005001,ENSG00000005001,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000019582,ENSG00000019582,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000106268,ENSG00000106268,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000124812,ENSG00000124812,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000126106,ENSG00000126106,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000129103,ENSG00000129103,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000130173,ENSG00000130173,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000135437,ENSG00000135437,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000142484,ENSG00000142484,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000143353,ENSG00000143353,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000160181,ENSG00000160181,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000162882,ENSG00000162882,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000163216,ENSG00000163216,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000168515,ENSG00000168515,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000170231,ENSG00000170231,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000170262,ENSG00000170262,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000171201,ENSG00000171201,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000174992,ENSG00000174992,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000175664,ENSG00000175664,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000183077,ENSG00000183077,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000197165,ENSG00000197165,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000198851,ENSG00000198851,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000211801,ENSG00000211801,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000232119,ENSG00000232119,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000256188,ENSG00000256188,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000261052,ENSG00000261052,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000275688,ENSG00000275688,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000275718,ENSG00000275718,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000286014,ENSG00000286014,resources/sample_labels/clicking_labels.csv
all_clicking_ENSG00000092009,ENSG00000092009,resources/sample_labels/all_clicking_labels.csv
all_clicking_ENSG00000125903,ENSG00000125903,resources/sample_labels/all_clicking_labels.csv
all_clicking_ENSG00000136839,ENSG00000136839,resources/sample_labels/all_clicking_labels.csv
all_clicking_ENSG00000168515,ENSG00000168515,resources/sample_labels/all_clicking_labels.csv
all_clicking_ENSG00000211801,ENSG00000211801,resources/sample_labels/all_clicking_labels.csv
all_clicking_ENSG00000256188,ENSG00000256188,resources/sample_labels/all_clicking_labels.csv
all_clicking_ENSG00000275688,ENSG00000275688,resources/sample_labels/all_clicking_labels.csv
all_clicking_ENSG00000275718,ENSG00000275718,resources/sample_labels/all_clicking_labels.csv
laryngeal_echo_ENSG00000071677,ENSG00000071677,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000099840,ENSG00000099840,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000104918,ENSG00000104918,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000105954,ENSG00000105954,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000106178,ENSG00000106178,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000110079,ENSG00000110079,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000111796,ENSG00000111796,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000131096,ENSG00000131096,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000143793,ENSG00000143793,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000157368,ENSG00000157368,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000157870,ENSG00000157870,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000163467,ENSG00000163467,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000180697,ENSG00000180697,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000180708,ENSG00000180708,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000182700,ENSG00000182700,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000186453,ENSG00000186453,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000188958,ENSG00000188958,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000228727,ENSG00000228727,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000233041,ENSG00000233041,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000244624,ENSG00000244624,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000257108,ENSG00000257108,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000278023,ENSG00000278023,resources/sample_labels/laryngeal_echo_labels.csv
all_echo_ENSG00000106178,ENSG00000106178,resources/sample_labels/all_echo_labels.csv
all_echo_ENSG00000110079,ENSG00000110079,resources/sample_labels/all_echo_labels.csv
all_echo_ENSG00000187942,ENSG00000187942,resources/sample_labels/all_echo_labels.csv
all_echo_ENSG00000197416,ENSG00000197416,resources/sample_labels/all_echo_labels.csv
all_echo_ENSG00000228727,ENSG00000228727,resources/sample_labels/all_echo_labels.csv
all_echo_ENSG00000244624,ENSG00000244624,resources/sample_labels/all_echo_labels.csv
