sample,sequence,sequence_labels_csv
gleaning_ENSG00000149243,ENSG00000149243,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000152034,ENSG00000152034,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000153093,ENSG00000153093,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000162836,ENSG00000162836,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000164299,ENSG00000164299,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000165182,ENSG00000165182,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000166268,ENSG00000166268,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000167536,ENSG00000167536,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000168005,ENSG00000168005,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000170289,ENSG00000170289,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000180938,ENSG00000180938,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000185306,ENSG00000185306,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000196678,ENSG00000196678,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000197279,ENSG00000197279,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000197798,ENSG00000197798,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000197937,ENSG00000197937,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000198556,ENSG00000198556,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000205126,ENSG00000205126,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000215529,ENSG00000215529,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000240694,ENSG00000240694,resources/sample_labels/gleaning_labels.csv
gleaning_ENSG00000258839,ENSG00000258839,resources/sample_labels/gleaning_labels.csv
passive_active_gleaning_ENSG00000072163,ENSG00000072163,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000112299,ENSG00000112299,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000123576,ENSG00000123576,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000125731,ENSG00000125731,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000125813,ENSG00000125813,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000126947,ENSG00000126947,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000133138,ENSG00000133138,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000134640,ENSG00000134640,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000137656,ENSG00000137656,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000140511,ENSG00000140511,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000149243,ENSG00000149243,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000149346,ENSG00000149346,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000152207,ENSG00000152207,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000162836,ENSG00000162836,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000164299,ENSG00000164299,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000165182,ENSG00000165182,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000167536,ENSG00000167536,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000167543,ENSG00000167543,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000168005,ENSG00000168005,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000170289,ENSG00000170289,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000172771,ENSG00000172771,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000177943,ENSG00000177943,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000185306,ENSG00000185306,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000189108,ENSG00000189108,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000196678,ENSG00000196678,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000197444,ENSG00000197444,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000197586,ENSG00000197586,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000197798,ENSG00000197798,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000204385,ENSG00000204385,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000204498,ENSG00000204498,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000205126,ENSG00000205126,resources/sample_labels/passive_active_gleaning_labels.csv
passive_active_gleaning_ENSG00000215529,ENSG00000215529,resources/sample_labels/passive_active_gleaning_labels.csv
all_gleaning_ENSG00000182898,ENSG00000182898,resources/sample_labels/all_gleaning_labels.csv
clicking_ENSG00000000457,ENSG00000000457,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000034971,ENSG00000034971,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000082293,ENSG00000082293,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000087152,ENSG00000087152,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000099812,ENSG00000099812,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000100116,ENSG00000100116,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000100652,ENSG00000100652,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000108602,ENSG00000108602,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000109576,ENSG00000109576,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000109667,ENSG00000109667,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000113396,ENSG00000113396,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000116996,ENSG00000116996,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000117009,ENSG00000117009,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000118514,ENSG00000118514,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000119917,ENSG00000119917,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000123064,ENSG00000123064,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000132855,ENSG00000132855,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000134830,ENSG00000134830,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000137310,ENSG00000137310,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000138075,ENSG00000138075,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000139344,ENSG00000139344,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000140043,ENSG00000140043,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000143554,ENSG00000143554,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000143921,ENSG00000143921,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000145428,ENSG00000145428,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000147256,ENSG00000147256,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000151790,ENSG00000151790,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000152292,ENSG00000152292,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000154080,ENSG00000154080,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000158865,ENSG00000158865,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000159650,ENSG00000159650,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000160282,ENSG00000160282,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000162739,ENSG00000162739,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000164808,ENSG00000164808,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000165675,ENSG00000165675,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000167094,ENSG00000167094,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000167780,ENSG00000167780,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000171004,ENSG00000171004,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000171509,ENSG00000171509,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000171931,ENSG00000171931,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000172171,ENSG00000172171,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000174611,ENSG00000174611,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000178084,ENSG00000178084,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000179059,ENSG00000179059,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000184860,ENSG00000184860,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000187021,ENSG00000187021,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000187116,ENSG00000187116,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000196177,ENSG00000196177,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000197208,ENSG00000197208,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000197444,ENSG00000197444,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000197580,ENSG00000197580,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000197953,ENSG00000197953,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000198131,ENSG00000198131,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000198569,ENSG00000198569,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000204290,ENSG00000204290,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000229571,ENSG00000229571,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000243207,ENSG00000243207,resources/sample_labels/clicking_labels.csv
clicking_ENSG00000256394,ENSG00000256394,resources/sample_labels/clicking_labels.csv
all_clicking_ENSG00000119917,ENSG00000119917,resources/sample_labels/all_clicking_labels.csv
all_clicking_ENSG00000128617,ENSG00000128617,resources/sample_labels/all_clicking_labels.csv
all_clicking_ENSG00000133619,ENSG00000133619,resources/sample_labels/all_clicking_labels.csv
all_clicking_ENSG00000178084,ENSG00000178084,resources/sample_labels/all_clicking_labels.csv
all_clicking_ENSG00000188585,ENSG00000188585,resources/sample_labels/all_clicking_labels.csv
all_clicking_ENSG00000197953,ENSG00000197953,resources/sample_labels/all_clicking_labels.csv
all_clicking_ENSG00000256394,ENSG00000256394,resources/sample_labels/all_clicking_labels.csv
laryngeal_echo_ENSG00000010318,ENSG00000010318,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000076258,ENSG00000076258,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000099960,ENSG00000099960,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000105717,ENSG00000105717,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000114124,ENSG00000114124,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000120500,ENSG00000120500,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000125734,ENSG00000125734,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000131233,ENSG00000131233,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000137634,ENSG00000137634,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000143257,ENSG00000143257,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000143297,ENSG00000143297,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000145626,ENSG00000145626,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000154263,ENSG00000154263,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000156413,ENSG00000156413,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000168158,ENSG00000168158,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000169488,ENSG00000169488,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000172803,ENSG00000172803,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000180264,ENSG00000180264,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000188770,ENSG00000188770,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000189190,ENSG00000189190,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000204604,ENSG00000204604,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000205838,ENSG00000205838,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000221994,ENSG00000221994,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000229937,ENSG00000229937,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000250673,ENSG00000250673,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000253309,ENSG00000253309,resources/sample_labels/laryngeal_echo_labels.csv
laryngeal_echo_ENSG00000259224,ENSG00000259224,resources/sample_labels/laryngeal_echo_labels.csv
all_echo_ENSG00000010318,ENSG00000010318,resources/sample_labels/all_echo_labels.csv
all_echo_ENSG00000120500,ENSG00000120500,resources/sample_labels/all_echo_labels.csv
all_echo_ENSG00000172803,ENSG00000172803,resources/sample_labels/all_echo_labels.csv
all_echo_ENSG00000183549,ENSG00000183549,resources/sample_labels/all_echo_labels.csv
all_echo_ENSG00000188770,ENSG00000188770,resources/sample_labels/all_echo_labels.csv
all_echo_ENSG00000229937,ENSG00000229937,resources/sample_labels/all_echo_labels.csv
all_echo_ENSG00000253309,ENSG00000253309,resources/sample_labels/all_echo_labels.csv
